#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,20130205,00:00:00.000,ENTER,36.200,1500,0,54300,,0,6225279534745381716,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.200,500,0,18100,,0,6227642385233455553,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.200,210,0,7602,,0,6228446128233388951,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.200,200,0,7240,,0,6228841677542772735,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.190,100,0,3619,,0,6225675084053461558,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.180,300,0,10854,,0,6226070633361546093,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.160,307,0,11101.12,,0,6224475791745464336,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.150,2500,0,90375,,0,6222904039874281893,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.130,14,0,505.82,,0,6228446128235373040,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.130,25,0,903.25,,0,6228841677542815200,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.110,150,0,5416.5,,0,6224475791745940065,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.100,2500,0,90250,,0,6222904039874249388,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.060,275,0,9916.5,,0,6222904039874056641,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.050,2500,0,90125,,0,6222904039874254571,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.050,500,0,18025,,0,6223299864059581971,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.050,250,0,9012.5,,0,6223299864061375203,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,36.050,550,0,19827.5,,0,6223299864061798434,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.050,300,0,10815,,0,6223299864061905225,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.050,200,0,7210,,0,6224475791745464877,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.050,277,0,9985.85,,0,6224882336169834851,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.050,1000,0,36050,,0,6224882336169835334,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,36.050,3500,0,126175,,0,6227642385235021025,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.050,3500,0,126175,,0,6227642385235154428,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.010,1000,0,36010,,0,6223299864059583356,,B,,,,289,
BHP,20130205,00:00:00.000,ENTER,36.010,270,0,9722.7,,0,6224475791745464164,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.010,139,0,5005.39,,0,6230017330349455715,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,4000,0,144000,,0,6210621945235922419,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6210621945237685525,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,414,0,14904,,0,6210621945237920921,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,1500,0,54000,,0,6210621945238003059,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,1500,0,54000,,0,6210621945238015773,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,500,0,18000,,0,6211028764538327804,,B,,,,608,
BHP,20130205,00:00:00.000,ENTER,36.000,277,0,9972,,0,6206279424061674510,,B,,,,179,
BHP,20130205,00:00:00.000,ENTER,36.000,30,0,1080,,0,6218934253141468659,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,150,0,5400,,0,6219341347321651096,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,225,0,8100,,0,6219341347321923449,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,1000,0,36000,,0,6220529094757658762,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,325,0,11700,,0,6220529094759109989,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,500,0,18000,,0,6220529094759652259,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,1000,0,36000,,0,6221705022443463358,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,270,0,9720,,0,6222111841745739984,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,335,0,12060,,0,6222111841746220108,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,500,0,18000,,0,6222111841746490736,,B,,,,361,
BHP,20130205,00:00:00.000,ENTER,36.000,546,0,19656,,0,6222111841747066933,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,135,0,4860,,0,6222111841747927618,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,300,0,10800,,0,6220132720815744901,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,5000,0,180000,,0,6222508765444077860,,B,,,,154,
BHP,20130205,00:00:00.000,ENTER,36.000,200,0,7200,,0,6221705022443463708,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,202,0,7272,,0,6222508765444745865,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,250,0,9000,,0,6222508765444865391,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,1000,0,36000,,0,6222904039873552903,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6222904039874204845,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,2500,0,90000,,0,6222904039874261103,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.000,10000,0,360000,,0,6223299864061732315,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,500,0,18000,,0,6224475791745661048,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,200,0,7200,,0,6224882336169834692,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,36.000,850,0,30600,,0,6224882336170681565,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,3000,0,108000,,0,6225279534747237881,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6225675084053528131,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,10000,0,360000,,0,6225675084053540786,,B,,,,311,
BHP,20130205,00:00:00.000,ENTER,36.000,1000,0,36000,,0,6223299864061568152,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6225675084055445027,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,138,0,4968,,0,6226070633362731957,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,1000,0,36000,,0,6226070633363335793,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,42,0,1512,,0,6227642385233452962,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,36.000,14,0,504,,0,6227642385233453093,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.000,15,0,540,,0,6227642385233453836,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.000,200,0,7200,,0,6227642385233976149,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,120,0,4320,,0,6227642385233994751,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,120,0,4320,,0,6227642385234009518,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6227642385234114770,,B,,,,311,
BHP,20130205,00:00:00.000,ENTER,36.000,849,0,30564,,0,6227642385234519715,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6227642385234792557,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,80,0,2880,,0,6227642385236263552,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,314,0,11304,,0,6168994435008012785,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,36.000,200,0,7200,,0,6228446128235975244,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,200,0,7200,,0,6228841677541494309,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.000,275,0,9900,,0,6230017330349453037,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.000,65,0,2340,,0,6230017330349484886,,B,,,,150,
BHP,20130205,00:00:00.000,ENTER,36.000,100,0,3600,,0,6230017330349490075,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.990,250,0,8997.5,,0,6223299864059582763,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.970,500,0,17985,,0,6217757500821933409,,B,,,,311,
BHP,20130205,00:00:00.000,ENTER,35.950,150,0,5392.5,,0,6209446017551278720,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,35.950,20,0,719,,0,6222904039873573716,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.950,2000,0,71900,,0,6222904039874902521,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.920,250,0,8980,,0,6222904039874061559,,B,,,,157,
BHP,20130205,00:00:00.000,ENTER,35.900,4000,0,143600,,0,6210621945235911122,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.900,800,0,28720,,0,6214580187095501120,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,35.900,1000,0,35900,,0,6221705022443542577,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.900,695,0,24950.5,,0,6222508765444893478,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.900,1000,0,35900,,0,6227642385233456045,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.850,4000,0,143400,,0,6209446017551480230,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.850,1074,0,38502.9,,0,6220132720817157926,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.850,250,0,8962.5,,0,6222904039875300427,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.850,500,0,17925,,0,6223299864059554476,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.820,150,0,5373,,0,6222508765444037792,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.820,200,0,7164,,0,6222904039873567232,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.820,832,0,29802.24,,0,6222508765443450281,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.820,830,0,29730.6,,0,6223299864059589874,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.820,1000,0,35820,,0,6224475791746240534,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.810,99,0,3545.19,,0,6222508765443368259,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.800,5500,0,196900,,0,6214986181765038019,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,35.800,5000,0,179000,,0,6221705022444345254,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.800,200,0,7160,,0,6221705022444720044,,B,,,,678,
BHP,20130205,00:00:00.000,ENTER,35.800,1500,0,53700,,0,6222904039873720451,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.800,110,0,3938,,0,6222904039873774734,,B,,,,203,
BHP,20130205,00:00:00.000,ENTER,35.800,200,0,7160,,0,6228051953314800628,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.800,150,0,5370,,0,6228051953314834844,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.770,200,0,7154,,0,6221705022445375180,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.750,4000,0,143000,,0,6209050468243547345,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.750,417,0,14907.75,,0,6221705022443964427,,B,,,,338,
BHP,20130205,00:00:00.000,ENTER,35.750,170,0,6077.5,,0,6222508765444641769,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.750,232,0,8294,,0,6224882336169834481,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.750,30,0,1072.5,,0,6224882336171104007,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.750,200,0,7150,,0,6226070633361547198,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.750,24,0,858,,0,6228446128233556066,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.700,4000,0,142800,,0,6209050468242874893,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.650,4000,0,142600,,0,6209050468242858087,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.630,500,0,17815,,0,6223299864059583763,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.620,220,0,7836.4,,0,6220529094758281844,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.610,100,0,3561,,0,6228051953315466881,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.600,968,0,34460.8,,0,6208654369177996533,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.600,4000,0,142400,,0,6209050468242320057,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.600,100,0,3560,,0,6224475791745464736,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.600,270,0,9612,,0,6230017330349453354,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.590,50,0,1779.5,,0,6222904039873841919,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.580,421,0,14979.18,,0,6212216511973658624,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,35.550,200,0,7110,,0,6222904039874125874,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.520,200,0,7104,,0,6228051953316032343,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.510,210,0,7457.1,,0,6209446017550961168,,B,,,,677,
BHP,20130205,00:00:00.000,ENTER,35.510,500,0,17755,,0,6211425413360626740,,B,,,,112,
BHP,20130205,00:00:00.000,ENTER,35.500,280,0,9940,,0,6209050468243568066,,B,,,,361,
BHP,20130205,00:00:00.000,ENTER,35.500,700,0,24850,,0,6211028764540865961,,B,,,,154,
BHP,20130205,00:00:00.000,ENTER,35.500,1000,0,35500,,0,6219737446385557492,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,35.500,558,0,19809,,0,6221705022444104069,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.500,845,0,29997.5,,0,6221705022444482915,,B,,,,338,
BHP,20130205,00:00:00.000,ENTER,35.500,1045,0,37097.5,,0,6221705022444733390,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.500,380,0,13490,,0,6205487500812879565,,B,,,,150,
BHP,20130205,00:00:00.000,ENTER,35.500,100,0,3550,,0,6222111841745759396,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.500,1500,0,53250,,0,6222508765443392747,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.500,1666,0,59143,,0,6222508765443902256,,B,,,,361,
BHP,20130205,00:00:00.000,ENTER,35.500,338,0,11999,,0,6224475791745613334,,B,,,,677,
BHP,20130205,00:00:00.000,ENTER,35.500,1000,0,35500,,0,6224475791747266293,,B,,,,677,
BHP,20130205,00:00:00.000,ENTER,35.500,1000,0,35500,,0,6224882336172312206,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.500,1000,0,35500,,0,6224475791747539337,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,35.500,500,0,17750,,0,6225279534746044273,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.500,200,0,7100,,0,6227642385233453280,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.500,500,0,17750,,0,6230017330349454740,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.480,100,0,3548,,0,6221705022445828841,,B,,,,238,
BHP,20130205,00:00:00.000,ENTER,35.450,4000,0,141800,,0,6208654369177995762,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.410,200,0,7082,,0,6228446128234534877,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.400,280,0,9912,,0,6220529094759580974,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.350,715,0,25275.25,,0,6211028764537791589,,B,,,,409,
BHP,20130205,00:00:00.000,ENTER,35.330,33,0,1165.89,,0,6228841677541453520,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.320,849,0,29986.68,,0,6222904039873686288,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.310,1000,0,35310,,0,6212216511974799013,,B,,,,106,
BHP,20130205,00:00:00.000,ENTER,35.300,4000,0,141200,,0,6208654369177708249,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.300,800,0,28240,,0,6214580187095501209,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,35.300,150,0,5295,,0,6222904039873565466,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.250,282,0,9940.5,,0,6221705022443462928,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.250,290,0,10222.5,,0,6222111841746501167,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.200,4000,0,140800,,0,6208258544992765263,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.200,500,0,17600,,0,6222508765444780910,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.200,300,0,10560,,0,6222904039873567361,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.180,200,0,7036,,0,6208258544992746610,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,35.150,4000,0,140600,,0,6208258544992760744,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.120,150,0,5268,,0,6221705022443463926,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.100,4000,0,140400,,0,6208258544992212672,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.100,200,0,7020,,0,6209446017550239937,,B,,,,154,
BHP,20130205,00:00:00.000,ENTER,35.100,500,0,17550,,0,6225279534745367968,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.100,135,0,4738.5,,0,6228051953314802249,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.100,25,0,877.5,,0,6228841677541481803,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.090,147,0,5158.23,,0,6208258544991631286,,B,,,,203,
BHP,20130205,00:00:00.000,ENTER,35.070,4000,0,140280,,0,6208258544991731072,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.050,1000,0,35050,,0,6228841677542827025,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,4000,0,140000,,0,6208258544991731801,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.000,570,0,19950,,0,6209446017551644665,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.000,143,0,5005,,0,6210621945236590755,,B,,,,106,
BHP,20130205,00:00:00.000,ENTER,35.000,315,0,11025,,0,6210621945236770364,,B,,,,412,
BHP,20130205,00:00:00.000,ENTER,35.000,95,0,3325,,0,6216958705624260781,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,35.000,200,0,7000,,0,6219341347321651379,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,1212,0,42420,,0,6204991346191404298,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,597,0,20895,,0,6203904478946540248,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,152,0,5320,,0,6209050468243309750,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,294,0,10290,,0,6209050468243309884,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,575,0,20125,,0,6219341347321677628,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,144,0,5040,,0,6209050468241772091,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,1725,0,60375,,0,6219341347321677700,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,1000,0,35000,,0,6219341347321677765,,B,,,,150,
BHP,20130205,00:00:00.000,ENTER,35.000,289,0,10115,,0,6212216511975504058,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,500,0,17500,,0,6220529094757584688,,B,,,,154,
BHP,20130205,00:00:00.000,ENTER,35.000,1200,0,42000,,0,6220529094758445395,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,200,0,7000,,0,6220529094758513175,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,1000,0,35000,,0,6221705022443461938,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,35.000,28,0,980,,0,6221705022443464614,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,300,0,10500,,0,6221705022443465123,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,200,0,7000,,0,6221705022444153868,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,700,0,24500,,0,6221705022445797370,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,150,0,5250,,0,6222508765443392422,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,1000,0,35000,,0,6222508765443392775,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.000,1500,0,52500,,0,6222508765444076606,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,35.000,427,0,14945,,0,6222508765444511174,,B,,,,106,
BHP,20130205,00:00:00.000,ENTER,35.000,1000,0,35000,,0,6222904039873554270,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,100,0,3500,,0,6222904039873554296,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,720,0,25200,,0,6222904039874284897,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,430,0,15050,,0,6222904039876282861,,B,,,,292,
BHP,20130205,00:00:00.000,ENTER,35.000,100,0,3500,,0,6223299864059583064,,B,,,,361,
BHP,20130205,00:00:00.000,ENTER,35.000,571,0,19985,,0,6223299864061631097,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,1000,0,35000,,0,6224475791745462867,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,72,0,2520,,0,6224475791745463025,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,500,0,17500,,0,6224475791746048490,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,185,0,6475,,0,6224475791746532181,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,35.000,585,0,20475,,0,6173048884137070827,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,585,0,20475,,0,6209050468243201882,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,578,0,20230,,0,6223299864059574919,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,1745,0,61075,,0,6224882336169834245,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,15,0,525,,0,6224882336170034852,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,250,0,8750,,0,6225675084053660401,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,500,0,17500,,0,6228051953314817098,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,430,0,15050,,0,6228051953314817119,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,35.000,150,0,5250,,0,6228051953314845131,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,100,0,3500,,0,6228051953316401571,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,857,0,29995,,0,6228446128233402159,,B,,,,147,
BHP,20130205,00:00:00.000,ENTER,35.000,100,0,3500,,0,6228446128235147750,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,240,0,8400,,0,6228446128234625134,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,35.000,2500,0,87500,,0,6230017330349454001,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,50,0,1750,,0,6230017330349454734,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,285,0,9975,,0,6230017330349455259,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,35.000,1420,0,49700,,0,6230017330349476906,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,35.000,100,0,3500,,0,6230017330349485508,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,34.950,70,0,2446.5,,0,6225675084055724195,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.920,120,0,4190.4,,0,6228051953314830291,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,34.900,500,0,17450,,0,6220529094757578514,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,34.900,270,0,9423,,0,6222508765443490078,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.850,900,0,31365,,0,6222111841745739452,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.820,570,0,19847.4,,0,6224475791745464945,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.770,600,0,20862,,0,6225279534745991384,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.750,500,0,17375,,0,6220529094758872886,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,34.700,800,0,27760,,0,6214580187095502386,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,34.670,167,0,5789.89,,0,6208654369177578710,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,34.560,250,0,8640,,0,6224475791747688386,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.510,500,0,17255,,0,6224475791745849474,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,34.510,1,0,34.51,,0,6227642385235699703,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,34.500,800,0,27600,,0,6209050468241545340,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,34.500,200,0,6900,,0,6168994435008036213,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,34.500,230,0,7935,,0,6205883599875845024,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,34.500,145,0,5002.5,,0,6211821237543595456,,B,,,,677,
BHP,20130205,00:00:00.000,ENTER,34.500,1000,0,34500,,0,6217362776148784873,,B,,,,677,
BHP,20130205,00:00:00.000,ENTER,34.500,150,0,5175,,0,6221705022443464426,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.500,280,0,9660,,0,6222508765443648679,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.500,7246,0,249987,,0,6222904039873640862,,B,,,,338,
BHP,20130205,00:00:00.000,ENTER,34.480,290,0,9999.2,,0,6223299864062177613,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.440,3000,0,103320,,0,6221705022445899657,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.400,144,0,4953.6,,0,6221705022443462757,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.380,625,0,21487.5,,0,6222904039873554658,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.380,190,0,6532.2,,0,6230017330349877797,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.350,144,0,4946.4,,0,6206279424062199866,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,34.300,20,0,686,,0,6206279424061578088,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,34.300,291,0,9981.3,,0,6222111841748240924,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,34.250,1000,0,34250,,0,6208258544991603523,,B,,,,150,
BHP,20130205,00:00:00.000,ENTER,34.250,400,0,13700,,0,6221705022443462642,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.200,280,0,9576,,0,6222508765443493760,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.170,95,0,3246.15,,0,6221705022443462685,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,34.100,200,0,6820,,0,6206279424062353192,,B,,,,154,
